
0x2381...83cB|520,113,193.7023|1,150.00|793.9%|
0x2B86...2A83|934,752,745.9208|2,061.55|795.9%|
0x9A25...0392|8,025,729,137.0150|17,607.18|800.1%|
0x87a9...3537|1,212,809,997.8040|2,659.57|800.4%|
0xF2AB...81Ce|253,756,039.1172|551.28|808.0%|
0x4B3c...37a9|405,809,533.7914|881.55|808.0%|
0x4E80...1bdD|257,000,000.0000|555.25|812.4%|
0xB1E7...4138|1,048,892,585.5241|2,259.09|815.0%|
0x6bbA...84A0|234,961,242.0654|502.62|820.6%|
0xB74f...fef2|4,000,000,000.0000|8,456.00|830.3%|
0xAF87...3D4d|3,391,535,384.5509|7,158.00|831.7%|
0x19ac...2F5B|266,834,693.6263|562.79|832.2%|
0x5a32...0948|736,775,005.7747|1,553.65|832.4%|
0xd0AA...846d|315,294,401.3907|664.63|832.7%|
0xCE12...91c9|287,209,059.2109|605.34|832.8%|
0xA4B6...ec0F|2,410,646,932.0628|5,050.00|837.9%|
0x22B1...23F0|3,730,774,066.3855|7,767.01|843.1%|
0x70c1...1484|750,000,000.0000|1,550.00|849.3%|
0xCA1c...2993|270,435,265.7089|555.95|853.8%|
0x1b1a...B95b|3,409,852,920.2651|6,975.08|858.1%|

0xDd1b...83eb|720,690,873.1138|1,473.36|858.6%|
0xA8de...2344|728,531,738.2098|1,487.37|859.8%|
0xe970...8Cf8|301,259,816.9553|614.38|860.7%|
0x4f9A...D11B|344,626,170.5523|700.95|863.0%|
0x1935...5FF1|477,749,785.7084|954.94|878.2%|
0xd1bE...510A|427,684,615.0695|851.77|881.3%|
0xa135...7205|503,691,409.2159|1,000.00|884.1%|
0x57f0...0b09|695,295,013.3620|1,350.00|904.0%|
0x77E2...e350|1,985,710,092.8389|3,850.00|905.3%|
0xb8D7...5A10|4,941,585,766.1098|9,570.00|906.4%|
0x0007...1459|285,765,811.2300|550.51|911.2%|
0x1875...c87A|821,300,000.0000|1,579.00|913.0%|
0xCAE3...9009|325,632,478.4345|621.26|920.0%|
0xDf08...2F5d|388,847,075.3289|717.63|951.1%|
0x029C...03Fa|726,982,733.8247|1,336.00|955.1%|
0xcb9E...bf7e|550,000,000.0000|1,006.26|959.4%|
0xbac5...49f4|2,454,599,735.9504|4,470.99|963.7%|
0x9F49...7C6a|612,000,000.0000|1,106.81|970.6%|
0x7661...65c5|497,768,456.7827|899.62|971.2%|
0x2907...9fd6|2,040,522,703.0123|3,686.93|971.5%|

0xb872...b796|496,672,768.1551|886.13|983.8%|
0x3660...d014|497,014,538.2630|886.06|984.6%|
0x4BA9...b48e|532,663,242.9972|931.91|1003%|
0xfd7A...aA52|480,233,994.6107|840.00|1004%|
0x8F0F...66d6|289,588,019.4501|506.01|1005%|
0xF517...5CCf|652,356,929.0244|1,124.07|1019%|
0x745f...Fe55|844,739,211.9731|1,451.29|1022%|
0xcdfA...F0e4|862,457,398.6564|1,450.53|1044%|
0xBCaB...e723|306,379,129.0732|502.25|1071%|
0x3522...dE30|6,750,000,000.5000|10,960.50|1081%|
0x3aCc...f028|657,603,165.1467|1,056.31|1093%|
0xCf49...206E|1,440,912,800.3880|2,308.74|1095%|
0x6F43...ADe0|443,832,480.4394|700.00|1113%|
0x43d0...4f8e|324,686,926.4544|500.00|1140%|
0x0891...E992|768,187,753.5265|1,174.42|1148%|
0x6319...8046|5,489,858,847.8772|8,328.72|1157%|
0x4F35...46cC|625,840,807.4995|909.97|1207%|
0x1AA2...33c1|1,000,000,000.0000|1,351.61|1299%|
0xd687...199C|518,270,873.9751|700.00|1300%|
0x0d31...752C|1,178,395,809.9843|1,352.36|1529%|

0x77A3...f5fC|932,655,331.9321|1,052.85|1555%|
0x9986...561B|896,322,409.9098|878.81|1790%|
0x9A56...b54B|1,377,344,940.9440|1,193.00|2027%|
0xC394...bf00|1,083,029,973.1581|911.80|2085%|
0xb517...c6Da|706,652,581.3389|550.00|2255%|
0x22e6...C248|645,280,110.3568|500.00|2265%|
0x8CfF...7DF9|1,147,591,119.9006|814.00|2475%|
0xE886...784B|1,658,136,964.3971|1,156.79|2516%|
0x580e...3e88|719,381,014.7917|500.00|2525%|
0xc6c0...3085|1,390,794,372.1782|950.00|2570%|
